source;date;titre;lien;categorie
Frandroid - Actualités;2026-09-18T09:49:45+00:00;iPhone Duo Max : Apple pourrait muscler son jeu face au Samsung Galaxy Z Fold 8 Ultra;https://www.frandroid.com/marques/apple/3251957_iphone-duo-max-apple-pourrait-muscler-son-jeu-face-au-samsung-galaxy-z-fold-8-ultra;1. SMARTPHONE
01net;2026-09-18T09:49:43+00:00;Révolutionnez  le ménage chez vous : cet aspirateur robot tout-en-un est à -72%;https://www.01net.com/bons-plans/revolutionnez-le-menage-chez-vous-cet-aspirateur-robot-tout-en-un-est-a-72.html;19. Sponso
Frandroid - Actualités;2026-09-18T09:45:25+00:00;PS5 Slim ou PS5 Pro : quelle PS5 choisir ?;https://www.frandroid.com/marques/sony/767530_ps5-ou-ps5-digital-edition-quel-modele-choisir;15. ludique
Frandroid - Actualités;2026-09-18T09:42:48+00:00;50 % des sièges auto sont mal fixés : l’idée surprenante de Thule avec Apple CarPlay et Android Auto;https://www.frandroid.com/marques/thule/3252321_50-des-sieges-auto-sont-mal-fixes-lidee-surprenante-de-thule-avec-apple-carplay-et-android-auto;1. SMARTPHONE
Frandroid - Actualités;2026-09-18T09:37:14+00:00;Piratage de Brevo : comment une clé compromise a menacé plus de 100 000 sites;https://www.frandroid.com/culture-tech/securite-applications/3252317_piratage-de-brevo-comment-une-cle-compromise-a-menace-plus-de-100-000-sites;13. Maison
Frandroid - Actualités;2026-09-18T09:35:21+00:00;Comment désactiver (vraiment) Copilot dans Windows 11 ?;https://www.frandroid.com/comment-faire/2583749_comment-desactiver-copilot-dans-windows-11;5. Logiciels _ OS
JournalDuGeek;2026-09-18T09:30:51+00:00;Le retour de la canicule dès la semaine prochaine ? Une nouvelle vague de chaleur annoncée pour fin septembre et au-delà;https://www.journaldugeek.com/2026/09/18/le-retour-de-la-canicule-des-la-semaine-prochaine-une-nouvelle-vague-de-chaleur-annoncee-pour-fin-septembre-et-au-dela/;NON_CLASSE
01net;2026-09-18T09:30:13+00:00;iPhone 18 Pro, Apple Watch 12, AirPods 5… :  une mise à jour obligatoire vous attend dès le déballage;https://www.01net.com/actualites/iphone-18-pro-apple-watch-12-airpods-5-mise-jour-obligatoire-attend-deballage.html;1. SMARTPHONE
LesNumeriques;2026-09-18T09:30:00+00:00;Bitdefender Premium Security : comment repérer les deepfakes et éviter les arnaques ?;https://www.lesnumeriques.com/appli-logiciel/bitdefender-premium-security-comment-reperer-les-deepfakes-et-eviter-les-arnaques-na262018.html;1. SMARTPHONE
Frandroid - Actualités;2026-09-18T09:26:36+00:00;« Quand je suis parti, c’était solide » : l’ex-patron de Cycles Lapierre dégaine un communiqué âpre suite au redressement de la marque;https://www.frandroid.com/culture-tech/3252295_quand-je-suis-parti-cetait-solide-lex-patron-de-cycles-lapierre-degaine-un-communique-apre-suite-au-redressement-de-la-marque;17. Actualité éco
01net;2026-09-18T09:20:28+00:00;Mauvaise nouvelle si vous achetez des livres sur Amazon;https://www.01net.com/actualites/amazon-met-fin-livraison-gratuite-livres-dans-lockers.html;NON_CLASSE
LesNumeriques;2026-09-18T09:20:00+00:00;Actualité : Narnia : des premières images magiques pour le blockbuster Netflix signé Greta Gerwig;https://www.lesnumeriques.com/cine-svod/narnia-des-premieres-images-magiques-pour-le-blockbuster-netflix-signe-greta-gerwig-n262013.html;15. ludique
LesNumeriques;2026-09-18T09:19:00+00:00;Actualité : Un astéroïde grand comme un immeuble de trois à six étages s’est écrasé sur la Lune : voici l’incroyable cratère géant découvert par la NASA;https://www.lesnumeriques.com/vers-la-lune/un-asteroide-grand-comme-un-immeuble-de-trois-a-six-etages-s-est-ecrase-sur-la-lune-voici-l-incroyable-cratere-geant-decouvert-par-la-nasa-n262017.html;18. Sciences
Frandroid - Actualités;2026-09-18T09:15:30+00:00;Quels sont les meilleurs aspirateurs robots laveurs de 2026 ? Notre sélection;https://www.frandroid.com/guide-dachat/guide-objets-connectes/616642_quels-sont-les-meilleurs-robots-aspirateurs-pour-dire-adieu-aux-corvees;NON_CLASSE
KultureGeek;2026-09-18T09:15:00+00:00;Intelligence artificielle et emploi : près de la moitié de la population anticipe des suppressions massives de postes selon une étude;https://kulturegeek.fr/news-359700/intelligence-artificielle-emploi-pres-moitie-population-anticipe-suppressions-massives-postes-etude;6. IA
Frandroid - Actualités;2026-09-18T09:14:05+00:00;Snap Specs : les lunettes AR de Snapchat arrivent en France à 2 295 euros, via Orange;https://www.frandroid.com/services/fai/3252167_snap-specs-les-lunettes-ar-de-snapchat-arrivent-en-france-a-2-295-euros-via-orange;NON_CLASSE
JournalDuGeek;2026-09-18T09:03:28+00:00;Cette prime promise par EDF à l’achat d’une BYD met le feu aux poudres au gouvernement !;https://www.journaldugeek.com/2026/09/18/cette-prime-promise-par-edf-a-lachat-dune-byd-met-le-feu-aux-poudres-au-gouvernement/;10. Voiture
01net;2026-09-18T09:03:08+00:00;La Redmi Pad 2 est vendue une misère : Xiaomi vide le stock et la fait à -65%;https://www.01net.com/bons-plans/la-redmi-pad-2-est-vendue-une-misere-xiaomi-vide-le-stock-et-la-fait-a-65.html;19. Sponso
LesNumeriques;2026-09-18T08:56:00+00:00;Actualité : Adieu Microsoft Office : ce logiciel open source et 100 % européen arrive enfin sur ordinateur pour chasser Word et Excel;https://www.lesnumeriques.com/appli-logiciel/adieu-microsoft-office-ce-logiciel-open-source-et-100-europeen-arrive-enfin-sur-ordinateur-pour-chasser-word-et-excel-n262008.html;1. SMARTPHONE
Frandroid - Actualités;2026-09-18T08:51:44+00:00;Les prix des iPhone vont encore augmenter en 2027 grâce à Samsung;https://www.frandroid.com/produits-android/3252163_les-prix-des-iphone-vont-encore-augmenter-en-2027-grace-a-samsung;1. SMARTPHONE
Frandroid - Actualités;2026-09-18T08:49:17+00:00;Volkswagen ne suffit plus : Xpeng voudrait vendre ses technologies dernier cri à d’autres constructeurs;https://www.frandroid.com/marques/xpeng/3252153_volkswagen-ne-suffit-plus-xpeng-voudrait-vendre-ses-technologies-dernier-cri-a-dautres-constructeurs;10. Voiture
Frandroid - Actualités;2026-09-18T08:49:12+00:00;100% en moins d’une heure : l’iPhone 18 Pro Max est le téléphone Apple le plus rapide à charger de tous les temps;https://www.frandroid.com/marques/apple/3252093_100-en-moins-dune-heure-liphone-18-pro-max-est-le-telephone-apple-le-plus-rapide-a-charger-de-tous-les-temps;1. SMARTPHONE
Frandroid - Actualités;2026-09-18T08:47:17+00:00;Microsoft fait le ménage sur Windows 11 : seul le widget météo reste sur l’écran de verrouillage;https://www.frandroid.com/marques/microsoft/3252239_microsoft-fait-le-menage-sur-windows-11-seul-le-widget-meteo-reste-sur-lecran-de-verrouillage;3. Periphérique
Frandroid - Actualités;2026-09-18T08:38:13+00:00;Faillite du n°1 du vélo en Europe : un rachat serait en bonne voie, la course contre la montre continue;https://www.frandroid.com/survoltes/velo-electrique/3252179_faillite-du-n1-du-velo-en-europe-un-rachat-serait-en-bonne-voie-la-course-contre-la-montre-continue;9. Moiilité douce
01net;2026-09-18T08:35:03+00:00;Euro Office : l’alternative européenne à Microsoft Office arrive sur Windows, macOS et Linux;https://www.01net.com/actualites/euro-office-lalternative-europeenne-a-microsoft-office-arrive-sur-windows-macos-et-linux.html;5. Logiciels _ OS
LesNumeriques;2026-09-18T08:31:00+00:00;Actualité : Fusion nucléaire : des chercheurs génèrent des rayons X aussi brillants qu'une étoile et jamais vus sur Terre;https://www.lesnumeriques.com/concept/fusion-nucleaire-des-chercheurs-generent-des-rayons-x-aussi-brillants-qu-une-etoile-et-jamais-vus-sur-terre-n262003.html;17. Actualité éco
JournalDuGeek;2026-09-18T08:30:23+00:00;Extension Pokémon 30 ans : les magasins ont-ils le droit de desceller les cartes pour éviter les scalpers ?;https://www.journaldugeek.com/2026/09/18/extension-pokemon-30-ans-les-magasins-ont-ils-le-droit-de-desceller-les-cartes-pour-eviter-les-scalpers/;15. ludique
Korben;2026-09-18T08:27:24+00:00;Linux sur PS5 Pro n'arrivera pas tout de suite;https://korben.info/ps5-linux-developpeur-principal-abandonne.html;5. Logiciels _ OS
JournalDuGeek;2026-09-18T08:16:02+00:00;Quelle est la valeur de votre vieille console Nintendo en 2026 ? Le classement des 10 modèles les plus côtés;https://www.journaldugeek.com/2026/09/18/quelle-est-la-valeur-de-votre-vieille-console-nintendo/;15. ludique
LesNumeriques;2026-09-18T08:15:01+00:00;Actualité : Bon plan – Le smartphone Samsung Galaxy A57 5G 256 Go à 394,90 € (-25%);https://www.lesnumeriques.com/telephone-portable/bon-plan-le-smartphone-samsung-galaxy-a57-5g-256-go-a-394-90-25-n262010.html;19. Sponso
01net;2026-09-18T08:08:19+00:00;Google Keep change le design d’un de ses widgets de la meilleure des manières;https://www.01net.com/actualites/google-keep-change-design-widgets-meilleures-des-manieres.html;5. Logiciels _ OS
Korben;2026-09-18T08:07:06+00:00;Mes 2 nouveaux interrupteurs Sonoff Zigbee;https://korben.info/sonoff-volet-lumiere-zigbee-bureau.html;NON_CLASSE
LesNumeriques;2026-09-18T08:04:00+00:00;Actualité : Bon plan – Le répéteur Wifi Huawei WiFi Mesh 3 Pack de 3 à 119,99 € (-38%);https://www.lesnumeriques.com/repeteurs-wi-fi/bon-plan-le-repeteur-wifi-huawei-wifi-mesh-3-pack-de-3-a-119-99-38-n262007.html;19. Sponso
JournalDuGeek;2026-09-18T08:02:22+00:00;Un roman inédit de Tolkien sort en France, 80 ans après sa création;https://www.journaldugeek.com/2026/09/18/un-roman-inedit-de-tolkien-sort-en-france-80-ans-apres-sa-creation/;NON_CLASSE
Frandroid - Actualités;2026-09-18T08:00:24+00:00;Test du Xiaomi Redmi Note 17 5G : plus cher, moins bien, la douche froide;https://www.frandroid.com/marques/xiaomi/3233989_test-du-xiaomi-redmi-note-17-5g-plus-cher-moins-bien-la-douche-froide;1. SMARTPHONE
LesNumeriques;2026-09-18T08:00:00+00:00;SharkNinja Crispi DualZone, un Airfryer avec deux compartiments pour préparer un repas complet en une seule fois;https://www.lesnumeriques.com/electromenager/sharkninja-crispi-dualzone-un-airfryer-avec-deux-compartiments-pour-preparer-un-repas-complet-en-une-seule-fois-na261964.html;12. Cuisine
KultureGeek;2026-09-18T07:53:40+00:00;Claude dirige déjà 26 % de la recherche d’Anthropic sur ses prochaines IA;https://kulturegeek.fr/news-359684/claude-dirige-26-recherche-anthropic-prochaines-ia;6. IA
Frandroid - Actualités;2026-09-18T07:45:11+00:00;BYD, Audi : pourquoi les voitures électriques chinoises coûtent deux fois plus cher chez nous (vidéo);https://www.frandroid.com/video/3252111_byd-audi-pourquoi-les-voitures-electriques-chinoises-coutent-deux-fois-plus-cher-chez-nous-video;7. Video
Frandroid - Actualités;2026-09-18T07:41:21+00:00;Test vidéo du Xiaomi Redmi Note 17 5G : pourquoi ce nouveau modèle nous déçoit;https://www.frandroid.com/video/3252107_test-video-du-xiaomi-redmi-note-17-5g-pourquoi-ce-nouveau-modele-nous-decoit;1. SMARTPHONE
KultureGeek;2026-09-18T07:38:12+00:00;Lunettes connectées : le parquet de Paris ouvre une enquête après des vidéos filmées sans consentement;https://kulturegeek.fr/news-359682/lunettes-connectees-parquet-paris-enquete-videos-consentement;NON_CLASSE
JournalDuGeek;2026-09-18T07:31:55+00:00;Les premières images de Narnia : Le Neveu du magicien sont là et elles risquent de ne pas vous plaire !;https://www.journaldugeek.com/2026/09/18/premieres-images-narnia-le-neveu-du-magicien-film-netflix/;15. ludique
KultureGeek;2026-09-18T07:22:32+00:00;Amazon France arrête la livraison gratuite des livres dans les lockers;https://kulturegeek.fr/news-359674/amazon-france-arrete-livraison-gratuite-livres-lockers;NON_CLASSE
01net;2026-09-18T07:14:16+00:00;Revolut : après la fuite de données, une arnaque redoutable vise les clients;https://www.01net.com/actualites/revolut-apres-fuite-donnees-arnaque-redoutable-vise-clients.html;16. actu jur et pol
JournalDuGeek;2026-09-18T07:06:18+00:00;Bornes de recharges : voici ce qui change pour les voitures électriques dès le 1er janvier 2027;https://www.journaldugeek.com/2026/09/18/bornes-de-recharges-voici-ce-qui-change-pour-les-voitures-electriques-des-le-1er-janvier-2027/;NON_CLASSE
LesNumeriques;2026-09-18T07:00:00+00:00;Repérer la marque automobile au système de navigation le plus fluide : 6 démonstrations en concession;https://www.lesnumeriques.com/traceurs-gps/reperer-la-marque-automobile-au-systeme-de-navigation-le-plus-fluide-6-demonstrations-en-concession-na262029.html;10. Voiture
TomsHardware;2026-09-18T06:55:00+00:00;Les premières cartes mères Z990 en vue ? Six modèles en préparation chez ASRock;https://www.tomshardware.fr/les-premieres-cartes-meres-z990-en-vue-six-modeles-en-preparation-chez-asrock/;NON_CLASSE
JournalDuGeek;2026-09-18T06:38:02+00:00;Des avions vont changer d’altitude pour tenter d’effacer leurs traînées du ciel;https://www.journaldugeek.com/2026/09/18/des-avions-vont-changer-daltitude-pour-tenter-deffacer-leurs-trainees-du-ciel/;NON_CLASSE
JournalDuGeek;2026-09-18T06:37:59+00:00;Bose s’ouvre encore plus avec deux nouveautés oreilles libres;https://www.journaldugeek.com/2026/09/18/bose-souvre-encore-plus-avec-deux-nouveautes-oreilles-libres/;8. Audio
JournalDuGeek;2026-09-18T06:32:17+00:00;Claude fait le ménage dans ses onglets en fusionnant le chat et Cowork;https://www.journaldugeek.com/2026/09/18/claude-fait-le-menage-dans-ses-onglets-en-fusionnant-le-chat-et-cowork/;5. Logiciels _ OS
TomsHardware;2026-09-18T06:30:00+00:00;Windows 11, Office, Gemini… équipez votre PC à moindre coût en 2026;https://www.tomshardware.fr/windows-11-office-gemini-equipez-votre-pc-a-moindre-cout-en-2026/;2. PC
LesNumeriques;2026-09-18T06:29:00+00:00;Actualité : GTA 6 Online : la date de sortie du multijoueur n'est plus un secret suite à une bourde du patron de Twitch;https://www.lesnumeriques.com/jeux-video/gta-6-online-la-date-de-sortie-du-multijoueur-n-est-plus-un-secret-suite-a-une-bourde-du-patron-de-twitch-n262005.html;7. Video
JournalDuGeek;2026-09-18T06:03:54+00:00;Google Home ouvre la porte aux agents IA… avec un sérieux avertissement;https://www.journaldugeek.com/2026/09/18/google-home-ouvre-la-porte-aux-agents-ia-avec-un-serieux-avertissement/;6. IA
LesNumeriques;2026-09-18T05:52:00+00:00;Actualité : MagicOS 11 : Honor promet 60 Go de stockage en plus et pioche chez iOS au passage;https://www.lesnumeriques.com/telephone-portable/magicos-11-honor-promet-60-go-de-stockage-en-plus-et-pioche-chez-ios-au-passage-n261992.html;1. SMARTPHONE
LesNumeriques;2026-09-18T05:30:00+00:00;Actualité : Voitures sans chauffeur : 25 000 robotaxis seront bientôt lâchés dans 850 villes européennes, alors que le véhicule n'existe même pas;https://www.lesnumeriques.com/voiture-electrique/voitures-sans-chauffeur-25-000-robotaxis-seront-bientot-laches-dans-850-villes-europeennes-alors-que-le-vehicule-n-existe-meme-pas-n261981.html;10. Voiture
JournalDuGeek;2026-09-18T05:29:53+00:00;Au Japon, une ambulance pour les robots humanoïdes en panne;https://www.journaldugeek.com/2026/09/18/au-japon-une-ambulance-pour-les-robots-humanoides-en-panne/;NON_CLASSE
01net;2026-09-18T05:29:28+00:00;960 km d’autonomie et recharge en 5 min : ce SUV de rêve qu’on ne verra probablement jamais;https://www.01net.com/actualites/960-km-autonomie-recharge-5-min-suv-reve-verra-probablement-jamais-chez-nous.html;10. Voiture
LesNumeriques;2026-09-18T05:15:02+00:00;"Actualité : Bon plan – L'ordinateur Portable Apple MacBook Air 13 pouces (M5) 16 Go / 512 Go ""5 étoiles"" à 1 199,00 €";https://www.lesnumeriques.com/ordinateur-portable/bon-plan-l-ordinateur-portable-apple-macbook-air-13-pouces-m5-16-go-512-go-5-etoiles-a-1-199-00-n262004.html;19. Sponso
JournalDuGeek;2026-09-18T05:02:24+00:00;Dans l’Union européenne, les réseaux sociaux seront interdits aux moins de 13 ans;https://www.journaldugeek.com/2026/09/18/dans-lunion-europeenne-les-reseaux-sociaux-seront-interdits-aux-moins-de-13-ans/;16. actu jur et pol
01net;2026-09-18T05:01:18+00:00;Test Sennheiser Momentum True Wireless 5 : l’excellence audio fait le pari de la réparabilité;https://www.01net.com/tests/test-sennheiser-momentum-true-wireless-5-avis.html;8. Audio
LesNumeriques;2026-09-18T05:01:00+00:00;"Actualité : Le téléviseur 65"" 4K Samsung 65U8075F est à 429 € chez Amazon";https://www.lesnumeriques.com/tv-video/le-televiseur-65-4k-samsung-65u8075f-est-a-429-chez-amazon-n262000.html;7. Video
LesNumeriques;2026-09-18T05:00:00+00:00;Top bon plan : Samsung, SwitchBot... les meilleurs bons plans du 18/09/2026;https://www.lesnumeriques.com/societe-numerique/samsung-switchbot-les-meilleurs-bons-plans-du-18-09-2026-n262001.html;19. Sponso
LesNumeriques;2026-09-18T05:00:00+00:00;Test GoPro Mission 1 Pro : GoPro dégaine (enfin !) le capteur 1 pouce;https://www.lesnumeriques.com/action-cam/gopro-gopro-mission-1-pro-camera-d-action-cinema-compacte-a-p78648/test.html;7. Video
TomsHardware;2026-09-18T04:48:00+00:00;Pour les 13 ans de GTA 5, un moddeur met à jour le plugin NaturalVision;https://www.tomshardware.fr/pour-les-13-ans-de-gta-5-un-moddeur-met-a-jour-le-plugin-naturalvision/;15. ludique
LesNumeriques;2026-09-18T04:45:00+00:00;Actualité : Batterie qui lâche trop vite ? Arrêter la charge de nuit ne suffit jamais, voici pourquoi;https://www.lesnumeriques.com/telephone-portable/batterie-qui-lache-trop-vite-arreter-la-charge-de-nuit-ne-suffit-jamais-voici-pourquoi-n261975.html;2. PC
LesNumeriques;2026-09-18T01:42:02+00:00;"Actualité : Bon plan – Le chargeur Anker Zolo 140 W ""5 étoiles"" à 65,99 € (-13%)";https://www.lesnumeriques.com/chargeur/bon-plan-le-chargeur-anker-zolo-140-w-5-etoiles-a-65-99-13-n261999.html;19. Sponso
LesNumeriques;2026-09-17T22:18:03+00:00;Actualité : Bon plan – L'enceinte connectée Audio Pro C5 MkII à 149,00 € (-29%);https://www.lesnumeriques.com/enceintes-sans-fil/bon-plan-l-enceinte-connectee-audio-pro-c5-mkii-a-149-00-29-n261998.html;19. Sponso
LesNumeriques;2026-09-17T22:00:04+00:00;"Actualité : Bon plan – Le smartphone Samsung Galaxy S26 Ultra ""5 étoiles"" à 1 049,00 € (-12%)";https://www.lesnumeriques.com/telephone-portable/bon-plan-le-smartphone-samsung-galaxy-s26-ultra-5-etoiles-a-1-049-00-12-n261997.html;19. Sponso
LesNumeriques;2026-09-17T22:00:03+00:00;"Actualité : Bon plan – Le smartphone Samsung Galaxy S26 512 Go ""5 étoiles"" à 819,00 €";https://www.lesnumeriques.com/telephone-portable/bon-plan-le-smartphone-samsung-galaxy-s26-512-go-5-etoiles-a-819-00-n261996.html;19. Sponso
KultureGeek;2026-09-17T20:53:11+00:00;Google confirme un piratage des Pixel via une faille du modem;https://kulturegeek.fr/news-359668/google-confirme-piratage-pixel-via-faille-modem;1. SMARTPHONE
LesNumeriques;2026-09-17T20:11:00+00:00;Actualité : Les Français entourent leur Linky d'aluminium : que risquent-ils vraiment avec cette méthode ?;https://www.lesnumeriques.com/electromenager/les-francais-entourent-leur-linky-d-aluminium-que-risquent-ils-vraiment-avec-cette-methode-n261955.html;13. Maison
KultureGeek;2026-09-17T18:52:57+00:00;L’opérateur Syma Mobile écope d’une amende de 1,1 million d’euros pour le démarchage téléphonique;https://kulturegeek.fr/news-359660/loperateur-syma-mobile-ecope-dune-amende-11-million-deuros-demarchage-telephonique;16. actu jur et pol
01net;2026-09-17T18:47:36+00:00;La Switch 2 à prix fou, Mario Kart World offert… c’est un raz-de-marée pour Sony et sa PS5;https://www.01net.com/bons-plans/la-switch-2-a-prix-fou-mario-kart-world-offert-cest-un-raz-de-maree-pour-sony-et-sa-ps5.html;19. Sponso
LesNumeriques;2026-09-17T18:45:00+00:00;Actualité : Lidl effectue ses livraisons en magasin avec un camion électrique 100 % autonome, sans employé humain;https://www.lesnumeriques.com/voitures-co/lidl-effectue-ses-livraisons-en-magasin-avec-un-camion-electrique-100-autonome-sans-employe-humain-n261991.html;10. Voiture
KultureGeek;2026-09-17T18:05:45+00:00;Mozilla choisit l’IA française Mistral pour l’inclure dans Firefox;https://kulturegeek.fr/news-359655/mozilla-choisit-lia-francaise-mistral-linclure-firefox;5. Logiciels _ OS
LesNumeriques;2026-09-17T18:00:00+00:00;Actualité : Le nouveau SUV de BYD démarre à 9 700 € sans sacrifier l'équipement, mais pas de sortie chez nous à ce prix;https://www.lesnumeriques.com/voiture-electrique/le-nouveau-suv-de-byd-demarre-a-9-700-sans-sacrifier-l-equipement-mais-pas-de-sortie-chez-nous-a-ce-prix-n261990.html;10. Voiture
JournalDuGeek;2026-09-17T17:29:14+00:00;Netflix : voici la liste des codes secrets pour naviguer dans le catalogue caché;https://www.journaldugeek.com/dossier/netflix-voici-la-liste-des-codes-secrets-pour-naviguer-dans-le-catalogue-cache/;15. ludique
JournalDuGeek;2026-09-17T17:00:17+00:00;Critique Monstre : L’Histoire de Lizzie Borden nous donne envie de nous finir à la hache;https://www.journaldugeek.com/critique/critique-monstre-lhistoire-de-lizzie-borden-nous-donne-envie-de-nous-finir-a-la-hache/;NON_CLASSE
LesNumeriques;2026-09-17T16:51:00+00:00;Actualité : Vapeur, bras mécanique et mini-module embarqué : la surprise d'iRobot à l'IFA de Berlin;https://www.lesnumeriques.com/aspirateur-robot/vapeur-bras-mecanique-et-mini-module-embarque-la-surprise-d-irobot-a-l-ifa-de-berlin-n261982.html;11. Menage
01net;2026-09-17T16:30:16+00:00;Google Pixel : pourquoi la dernière mise à jour de sécurité doit être installée au plus vite;https://www.01net.com/actualites/google-pixel-pourquoi-la-derniere-mise-a-jour-de-securite-doit-etre-installee-au-plus-vite.html;1. SMARTPHONE
LesNumeriques;2026-09-17T16:09:00+00:00;Actualité : The Terminal List (Prime Video) : la saison 2 dévoile son trailer avec un Chris Pratt énervé;https://www.lesnumeriques.com/cine-svod/the-terminal-list-prime-video-la-saison-2-devoile-son-trailer-avec-un-chris-pratt-enerve-n261973.html;5. Logiciels _ OS
JournalDuGeek;2026-09-17T16:00:30+00:00;Files d’attente interminables pour les 30 ans de Pokémon : faut-il s’attendre à une rupture générale ?;https://www.journaldugeek.com/2026/09/17/files-dattente-interminables-pour-les-30-ans-de-pokemon-faut-il-sattendre-a-une-rupture-generale/;15. ludique
01net;2026-09-17T15:55:17+00:00;CANAL+ : ciné, séries, sport… voici la nouvelle offre RAT+ pour les 18-25 ans, au prix d’un McDo 🍔;https://www.01net.com/bons-plans/canal-cine-series-sport-voici-la-nouvelle-offre-rat-pour-les-18-25-ans-au-prix-dun-menu-fast-food.html;19. Sponso
LesNumeriques;2026-09-17T15:44:00+00:00;Actualité : ”Notre modèle interne surpasse les meilleurs mathématiciens au monde” : le patron de ChatGPT l'admet, l'IA va trop vite;https://www.lesnumeriques.com/intelligence-artificielle/notre-modele-interne-surpasse-les-meilleurs-mathematiciens-au-monde-le-patron-de-chatgpt-l-admet-l-ia-va-trop-vite-n261972.html;6. IA
01net;2026-09-17T15:30:54+00:00;Apple lance un nouveau superchargeur pour ses Apple Watch, mais il y a une chose à savoir;https://www.01net.com/actualites/apple-lance-un-nouveau-superchargeur-pour-ses-apple-watch-mais-il-y-a-une-chose-a-savoir.html;14. Santé
LesNumeriques;2026-09-17T15:29:42+00:00;Actualité : Mystère du Système solaire : notre étoile serait en fait le tombeau d'une planète géante disparue;https://www.lesnumeriques.com/astronomie-conquete-spatiale/le-soleil-peut-il-avaler-une-planete-comme-la-terre-il-l-aurait-deja-fait-et-ca-expliquerait-plusieurs-mysteres-n261943.html;13. Maison
Korben;2026-09-17T15:15:41+00:00;Fugleramme - Le cadre qui dessine les oiseaux qu'il entend;https://korben.info/fugleramme-detection-oiseaux-eink.html;NON_CLASSE
TomsHardware;2026-09-17T15:01:00+00:00;SteamOS : Valve s’attaque à la prise en charge des cartes Nvidia, un chantier de plusieurs années;https://www.tomshardware.fr/steamos-valve-sattaque-a-la-prise-en-charge-des-cartes-nvidia-un-chantier-de-plusieurs-annees/;2. PC
JournalDuGeek;2026-09-17T15:00:47+00:00;ChatGPT paye des inconnus pour lire vos conversations, mais vous pouvez désactiver l’option;https://www.journaldugeek.com/2026/09/17/chatgpt-paye-des-inconnus-pour-lire-vos-conversations-mais-vous-pouvez-desactiver-loption/;6. IA
01net;2026-09-17T15:00:28+00:00;La fusée Starship de SpaceX va tenter son premier vol en orbite : comment suivre le lancement;https://www.01net.com/actualites/fusee-starship-spacex-tenter-premier-vol-orbital-voici-comment-suivre-lancement.html;1. SMARTPHONE
Korben;2026-09-17T14:56:31+00:00;MechaCon - La puce qui condamnait les PS2 enfin hackée;https://korben.info/mechacon-ps2-craque-retro-ingenierie.html;NON_CLASSE
01net;2026-09-17T14:38:18+00:00;5 fois moins chère qu’un iPad, toute la famille va se disputer cette tablette Honor;https://www.01net.com/bons-plans/5-fois-moins-chere-quun-ipad-toute-la-famille-va-se-disputer-cette-tablette-honor.html;19. Sponso
JournalDuGeek;2026-09-17T14:33:30+00:00;Lidl fait rouler un poids lourd électrique autonome pour livrer ses supermarchés;https://www.journaldugeek.com/2026/09/17/lidl-fait-rouler-un-poids-lourd-electrique-autonome-pour-livrer-ses-supermarches/;10. Voiture
01net;2026-09-17T14:00:18+00:00;Google verrouille Android 17 : GrapheneOS crie à l’étouffement;https://www.01net.com/actualites/google-verrouille-android-17-grapheneos-crie-a-letouffement.html;1. SMARTPHONE
Korben;2026-09-17T13:40:30+00:00;Des agents IA spamment le web pour payer leurs propres serveurs;https://korben.info/des-agents-ia-spamment-le-web-pour-payer-leurs-propres-serveurs.html;5. Logiciels _ OS
Korben;2026-09-17T13:26:03+00:00;Google Home laisse ChatGPT et Claude piloter votre maison;https://korben.info/google-home-laisse-chatgpt-et-claude-piloter-votre-maison.html;6. IA
01net;2026-09-17T13:10:46+00:00;Le Ryzen 7 7800X3D passe au prix d’un Ryzen 5 lambda : AMD vide le stock à -47%;https://www.01net.com/bons-plans/le-ryzen-7-7800x3d-passe-au-prix-dun-ryzen-5-lambda-amd-vide-le-stock-a-47.html;19. Sponso
Korben;2026-09-17T11:20:32+00:00;Cloudflare lance son skill d'audit de sécurité par IA;https://korben.info/cloudflare-security-audit-skill.html;6. IA
TomsHardware;2026-09-17T10:11:00+00:00;Faire évoluer son installation solaire : comment ajouter une batterie sans tout changer ?;https://www.tomshardware.fr/faire-evoluer-son-installation-solaire-comment-ajouter-une-batterie-sans-tout-changer/;13. Maison
TomsHardware;2026-09-17T06:35:00+00:00;Smart Window, la fonctionnalité IA de Firefox, arrive en France avec Mistral;https://www.tomshardware.fr/smart-window-la-fonctionnalite-ia-de-firefox-arrive-en-france-avec-mistral/;5. Logiciels _ OS
TomsHardware;2026-09-17T05:34:00+00:00;Microsoft Edge peut planter si vous utilisez certaines applications;https://www.tomshardware.fr/microsoft-edge-peut-planter-si-vous-utilisez-certaines-applications/;5. Logiciels _ OS
TomsHardware;2026-09-16T15:05:00+00:00;Le prix de ce clavier SteelSeries chute sur Amazon, c’est le moment d’en profiter;https://www.tomshardware.fr/le-prix-de-ce-clavier-steelseries-chute-sur-amazon-cest-le-moment-den-profiter/;3. Periphérique
Korben;2026-09-16T13:33:01+00:00;Shuffle Drummer - FL Studio n'a qu'à bien se tenir;https://korben.info/shuffle-drummer-groovebox-navigateur.html;5. Logiciels _ OS
Korben;2026-09-16T07:49:19+00:00;Fuse-archive - Vos ZIP montés en dossiers ordinaires;https://korben.info/mount-archive-monter-archives-comme-un-dossier.html;5. Logiciels _ OS
Korben;2026-09-16T07:35:05+00:00;La Forge - Le GitLab public des profs codeurs;https://korben.info/forge-apps-education-enseignants-code.html;NON_CLASSE
